timestamp,energy_kwh,temperature,humidity,wind_speed,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3
2023-01-02 00:00:00,38.84,2.0,81.3,2.5,16.93,14.22,7.38
2023-01-02 01:00:00,39.48,3.3,80.6,1.4,17.82,14.01,8.01
2023-01-02 02:00:00,33.58,3.3,86.4,0.5,14.54,11.81,6.8
2023-01-02 03:00:00,33.64,6.2,81.9,0.9,14.71,11.4,6.59
2023-01-02 04:00:00,27.45,2.2,85.1,7.3,12.4,9.58,5.93
2023-01-02 05:00:00,25.48,4.6,88.6,5.0,11.89,9.01,5.1
2023-01-02 06:00:00,23.7,4.0,65.9,7.1,10.78,8.72,4.72
2023-01-02 07:00:00,30.84,6.0,74.4,1.5,14.21,11.12,5.53
2023-01-02 08:00:00,28.92,10.6,71.2,3.9,13.13,10.36,6.22
2023-01-02 09:00:00,30.06,7.7,71.4,1.3,14.23,9.81,5.89
2023-01-02 10:00:00,38.51,11.5,65.6,0.7,17.65,14.2,7.74
2023-01-02 11:00:00,36.15,12.2,60.8,3.4,16.22,12.26,7.15
2023-01-02 12:00:00,40.73,12.4,67.6,4.3,18.81,14.1,8.31
2023-01-02 13:00:00,34.3,13.7,72.0,1.1,15.47,11.83,6.79
2023-01-02 14:00:00,33.13,11.3,74.3,2.9,15.21,11.4,6.54
2023-01-02 15:00:00,33.2,15.4,61.8,1.3,15.42,11.3,7.05
2023-01-02 16:00:00,30.8,15.3,66.7,2.8,14.64,11.06,6.3
2023-01-02 17:00:00,26.64,11.7,76.8,3.4,12.88,9.0,5.47
2023-01-02 18:00:00,24.91,14.2,59.3,2.7,12.18,7.82,4.72
2023-01-02 19:00:00,25.46,8.8,72.7,3.9,11.96,9.52,5.23
2023-01-02 20:00:00,25.26,8.7,75.0,4.0,11.33,9.13,4.83
2023-01-02 21:00:00,30.9,8.9,73.3,2.7,14.09,10.53,6.42
2023-01-02 22:00:00,35.3,4.9,82.4,3.0,15.56,11.84,7.19
2023-01-02 23:00:00,41.84,2.5,73.5,3.2,18.61,15.62,8.22
2023-01-03 00:00:00,41.16,1.3,77.4,2.9,18.61,14.29,8.29
2023-01-03 01:00:00,34.89,6.3,79.8,5.1,16.03,12.83,7.11
2023-01-03 02:00:00,37.36,2.3,72.8,1.6,16.49,12.89,7.76
2023-01-03 03:00:00,31.84,3.0,84.5,5.9,14.54,11.54,6.31
2023-01-03 04:00:00,27.36,2.1,83.8,2.7,11.58,8.46,5.77
2023-01-03 05:00:00,27.84,5.9,80.6,4.8,12.38,8.31,6.08
2023-01-03 06:00:00,27.88,4.4,76.4,6.2,12.95,10.38,5.85
2023-01-03 07:00:00,28.64,6.0,79.3,6.3,12.84,10.41,5.6
2023-01-03 08:00:00,26.95,8.5,67.9,3.3,12.83,9.73,5.69
2023-01-03 09:00:00,32.03,7.8,72.6,2.3,14.76,11.11,6.76
2023-01-03 10:00:00,37.38,10.3,71.8,4.1,15.9,14.23,7.78
2023-01-03 11:00:00,41.74,13.7,63.1,1.9,18.95,13.93,8.02
2023-01-03 12:00:00,39.1,13.0,69.5,5.3,17.61,14.18,7.25
2023-01-03 13:00:00,38.83,13.1,62.6,4.7,18.11,13.71,7.21
2023-01-03 14:00:00,33.79,13.4,69.3,5.3,14.56,11.31,6.31
2023-01-03 15:00:00,29.81,12.3,77.9,3.2,13.91,11.11,5.78
2023-01-03 16:00:00,31.08,15.4,59.3,3.8,14.73,11.19,6.23
2023-01-03 17:00:00,29.7,10.4,71.4,1.4,14.11,10.56,5.4
2023-01-03 18:00:00,57.78,10.9,62.9,4.6,25.95,20.32,11.66
2023-01-03 19:00:00,28.82,9.5,68.4,3.5,13.43,9.85,5.75
2023-01-03 20:00:00,29.96,9.6,76.0,3.6,13.68,10.51,6.1
2023-01-03 21:00:00,31.19,8.4,71.7,5.8,14.97,11.05,6.59
2023-01-03 22:00:00,37.46,5.5,81.1,5.2,17.3,14.09,7.61
2023-01-03 23:00:00,43.14,5.0,79.8,3.7,19.52,14.32,8.52
2023-01-04 00:00:00,40.31,4.2,78.6,2.8,18.27,13.38,7.75
2023-01-04 01:00:00,43.31,-0.2,79.1,3.3,18.97,15.04,8.62
2023-01-04 02:00:00,30.1,0.7,86.6,2.8,13.29,10.05,5.44
2023-01-04 03:00:00,34.95,2.3,82.8,1.7,15.72,11.7,7.15
2023-01-04 04:00:00,29.37,2.9,72.9,4.3,13.6,10.86,6.24
2023-01-04 05:00:00,25.66,2.7,75.9,4.6,10.83,9.15,5.07
2023-01-04 06:00:00,25.63,6.7,62.2,8.0,11.75,8.99,5.04
2023-01-04 07:00:00,21.44,6.7,69.1,3.3,9.29,7.18,4.19
2023-01-04 08:00:00,28.6,7.7,73.2,10.3,12.19,10.29,5.59
2023-01-04 09:00:00,33.79,7.4,69.8,1.9,14.75,11.85,6.82
2023-01-04 10:00:00,40.34,10.5,67.3,4.4,18.22,13.92,8.42
2023-01-04 11:00:00,38.1,7.6,81.8,9.7,17.35,13.93,8.17
2023-01-04 12:00:00,38.38,12.1,74.6,4.3,17.48,14.24,8.07
2023-01-04 13:00:00,38.14,13.0,65.0,3.3,17.05,13.91,7.66
2023-01-04 14:00:00,38.94,13.4,71.9,3.6,17.37,13.95,8.12
2023-01-04 15:00:00,33.72,10.5,77.4,5.8,15.26,11.94,6.7
2023-01-04 16:00:00,27.83,12.7,71.8,7.1,11.7,9.03,5.44
2023-01-04 17:00:00,27.69,10.0,73.5,3.3,12.54,9.89,5.83
2023-01-04 18:00:00,25.64,9.3,78.3,5.2,11.75,8.35,5.44
2023-01-04 19:00:00,28.83,10.4,75.4,7.0,12.39,10.43,5.79
2023-01-04 20:00:00,27.39,11.1,64.7,2.4,12.83,9.72,5.4
2023-01-04 21:00:00,32.08,6.8,74.9,3.5,13.81,10.77,6.16
2023-01-04 22:00:00,35.67,4.3,76.1,9.8,16.32,12.9,6.89
2023-01-04 23:00:00,35.74,4.8,84.0,2.8,15.59,11.8,7.02
2023-01-05 00:00:00,8.25,5.1,75.0,4.2,4.1,2.73,1.67
2023-01-05 01:00:00,40.14,4.1,75.3,4.4,18.07,14.19,7.75
2023-01-05 02:00:00,36.76,7.1,80.6,1.7,16.38,12.9,7.12
2023-01-05 03:00:00,32.41,2.1,82.8,5.4,15.05,10.96,6.32
2023-01-05 04:00:00,25.71,4.1,89.7,3.1,10.85,7.68,5.11
2023-01-05 05:00:00,25.45,6.8,71.5,3.5,11.83,9.2,4.8
2023-01-05 06:00:00,24.64,7.8,72.1,4.3,11.38,10.13,4.77
2023-01-05 07:00:00,24.49,3.8,85.0,3.1,11.04,8.83,5.06
2023-01-05 08:00:00,28.84,8.0,68.0,2.7,13.15,9.77,5.63
2023-01-05 09:00:00,34.01,11.5,76.7,3.8,14.48,12.09,6.8
2023-01-05 10:00:00,41.46,14.9,60.1,2.8,18.6,14.78,8.33
2023-01-05 11:00:00,39.93,12.6,71.9,3.2,17.91,14.09,8.04
2023-01-05 12:00:00,41.14,11.8,60.6,1.4,19.35,14.26,8.15
2023-01-05 13:00:00,39.3,11.3,70.6,5.8,17.32,13.95,7.71
2023-01-05 14:00:00,31.95,16.4,57.5,3.1,13.45,11.21,6.64
2023-01-05 15:00:00,32.93,13.9,76.9,1.2,14.91,12.49,5.97
2023-01-05 16:00:00,29.4,11.1,65.3,5.3,13.2,10.12,5.67
2023-01-05 17:00:00,32.66,11.3,66.3,0.6,14.47,11.43,6.8
2023-01-05 18:00:00,25.01,11.0,73.5,4.1,10.54,8.3,4.64
2023-01-05 19:00:00,27.25,10.1,68.8,4.7,11.81,9.57,5.35
2023-01-05 20:00:00,29.16,6.7,79.5,2.0,12.86,10.56,6.53
2023-01-05 21:00:00,30.07,5.8,73.5,1.6,13.48,10.44,6.26
2023-01-05 22:00:00,39.6,3.0,76.4,1.5,16.87,14.36,8.08
2023-01-05 23:00:00,41.37,6.0,76.6,9.5,19.3,14.95,8.26
2023-01-06 00:00:00,42.57,3.2,74.1,5.0,19.92,15.23,8.71
2023-01-06 01:00:00,37.31,3.9,81.3,2.6,16.25,13.64,7.84
2023-01-06 02:00:00,40.35,5.1,82.2,2.7,17.48,14.22,8.31
2023-01-06 03:00:00,29.58,3.5,82.5,4.3,12.81,10.08,6.31
2023-01-06 04:00:00,30.81,3.5,83.0,3.3,14.19,11.0,6.17
2023-01-06 05:00:00,32.07,4.8,68.7,2.4,14.35,10.54,6.3
2023-01-06 06:00:00,23.11,5.6,75.0,1.0,10.35,7.74,4.26
2023-01-06 07:00:00,25.18,8.6,72.6,5.3,12.2,8.97,5.18
2023-01-06 08:00:00,29.59,8.5,81.1,6.3,13.44,9.57,6.07
2023-01-06 09:00:00,31.83,8.5,70.9,2.0,14.85,11.04,6.22
2023-01-06 10:00:00,32.96,12.1,58.0,1.1,15.26,12.95,6.58
2023-01-06 11:00:00,39.76,13.4,62.9,1.5,18.05,14.33,7.5
2023-01-06 12:00:00,37.93,10.3,68.3,3.1,16.47,13.18,7.23
2023-01-06 13:00:00,40.77,15.1,55.0,2.5,18.36,13.91,8.05
2023-01-06 14:00:00,34.54,13.6,72.6,1.2,15.27,12.31,6.82
2023-01-06 15:00:00,36.96,13.3,60.2,3.3,16.82,12.55,7.14
2023-01-06 16:00:00,27.38,13.9,69.6,2.0,12.82,10.38,4.96
2023-01-06 17:00:00,25.79,10.7,65.7,1.1,11.06,8.48,5.31
2023-01-06 18:00:00,27.62,11.9,77.2,4.4,12.42,9.47,6.02
2023-01-06 19:00:00,23.52,8.7,72.1,3.9,11.12,8.13,5.05
2023-01-06 20:00:00,29.91,5.8,74.6,5.6,14.29,10.98,6.04
2023-01-06 21:00:00,36.36,5.2,80.4,2.5,15.58,12.93,7.21
2023-01-06 22:00:00,32.82,6.4,71.3,1.6,14.65,10.85,6.82
2023-01-06 23:00:00,40.05,3.1,83.2,2.8,18.17,13.2,8.11
2023-01-07 00:00:00,32.58,6.1,74.3,5.2,14.67,11.67,6.63
2023-01-07 01:00:00,33.13,5.0,75.1,2.2,14.6,10.72,6.12
2023-01-07 02:00:00,26.02,5.0,77.6,2.3,10.85,9.0,5.52
2023-01-07 03:00:00,23.0,3.4,74.5,1.7,10.28,7.92,4.48
2023-01-07 04:00:00,24.8,4.1,78.2,8.8,10.51,8.51,5.0
2023-01-07 05:00:00,22.18,2.7,82.5,7.8,9.91,7.95,4.2
2023-01-07 06:00:00,21.31,7.0,64.1,4.4,10.05,8.41,4.46
2023-01-07 07:00:00,22.3,7.3,80.7,2.1,10.58,7.72,4.31
2023-01-07 08:00:00,21.79,8.9,77.5,5.1,10.06,7.52,5.22
2023-01-07 09:00:00,26.89,11.8,60.5,4.0,13.13,8.74,5.21
2023-01-07 10:00:00,29.85,9.6,62.4,5.0,14.29,10.49,5.79
2023-01-07 11:00:00,29.39,11.4,74.6,6.0,12.69,10.05,6.14
2023-01-07 12:00:00,65.87,12.8,72.4,2.6,29.68,23.19,13.34
2023-01-07 13:00:00,32.36,11.4,73.4,6.6,15.25,11.5,7.02
2023-01-07 14:00:00,26.14,12.7,61.6,6.4,12.18,9.26,5.29
2023-01-07 15:00:00,27.95,13.6,76.9,3.8,13.19,9.0,6.22
2023-01-07 16:00:00,21.06,11.8,66.0,4.6,9.55,7.31,4.35
2023-01-07 17:00:00,23.4,13.5,69.0,3.1,9.29,8.07,4.75
2023-01-07 18:00:00,23.58,8.2,75.4,4.4,11.23,7.91,4.53
2023-01-07 19:00:00,19.38,11.0,78.8,3.8,8.93,6.69,4.0
2023-01-07 20:00:00,25.9,9.0,73.8,2.6,11.25,9.22,4.6
2023-01-07 21:00:00,27.34,5.9,79.0,2.6,12.15,9.42,5.51
2023-01-07 22:00:00,31.17,4.1,78.7,4.4,14.22,11.26,5.91
2023-01-07 23:00:00,35.92,1.3,76.4,7.5,15.48,12.55,6.86
2023-01-08 00:00:00,31.41,2.5,69.4,2.0,14.95,11.22,6.46
2023-01-08 01:00:00,29.38,4.7,78.5,3.0,13.07,9.82,5.8
2023-01-08 02:00:00,26.98,2.9,73.4,5.4,11.64,9.82,5.16
2023-01-08 03:00:00,24.35,4.9,79.9,1.5,11.87,8.88,5.5
2023-01-08 04:00:00,23.39,2.7,81.5,9.6,9.93,7.86,4.47
2023-01-08 05:00:00,22.38,5.5,78.0,4.5,9.74,8.08,4.44
2023-01-08 06:00:00,21.46,4.4,73.4,6.6,9.74,7.99,3.9
2023-01-08 07:00:00,23.59,5.3,82.9,5.7,10.63,8.19,4.67
2023-01-08 08:00:00,23.61,7.8,77.0,5.2,10.57,7.29,4.96
2023-01-08 09:00:00,30.03,8.3,68.1,0.8,13.63,11.05,6.11
2023-01-08 10:00:00,28.54,8.2,84.5,3.1,12.71,10.01,5.61
2023-01-08 11:00:00,38.07,11.3,69.4,2.0,16.71,13.25,8.18
2023-01-08 12:00:00,33.58,12.5,62.3,6.1,16.37,11.68,6.38
2023-01-08 13:00:00,29.12,14.7,62.5,4.5,14.1,10.29,5.91
2023-01-08 14:00:00,26.53,14.4,59.2,1.4,11.71,8.91,5.58
2023-01-08 15:00:00,27.6,14.7,73.2,2.8,12.02,11.0,5.65
2023-01-08 16:00:00,23.02,13.4,73.3,1.1,10.67,8.03,4.9
2023-01-08 17:00:00,23.31,12.0,73.3,4.9,10.59,8.94,4.61
2023-01-08 18:00:00,21.95,8.7,76.4,3.1,8.59,7.83,4.79
2023-01-08 19:00:00,21.34,9.5,78.8,2.2,9.29,7.42,4.28
2023-01-08 20:00:00,21.46,8.9,72.1,3.6,8.55,7.23,4.41
2023-01-08 21:00:00,22.61,8.9,75.4,0.9,9.86,7.95,4.22
2023-01-08 22:00:00,28.09,6.5,72.1,2.3,12.98,9.87,5.79
2023-01-08 23:00:00,33.41,6.3,75.6,1.9,15.19,10.22,6.4
2023-01-09 00:00:00,41.39,2.1,83.7,6.9,17.61,13.98,7.55
2023-01-09 01:00:00,36.74,2.7,65.4,2.9,16.37,12.84,7.5
2023-01-09 02:00:00,37.54,3.6,76.5,4.0,17.09,13.14,7.69
2023-01-09 03:00:00,34.32,4.9,78.9,3.5,15.97,10.96,7.28
2023-01-09 04:00:00,27.4,3.5,79.5,4.4,12.36,9.53,5.54
2023-01-09 05:00:00,27.24,4.3,76.5,2.4,12.43,10.07,5.61
2023-01-09 06:00:00,26.0,6.5,79.1,1.5,11.41,9.21,5.52
2023-01-09 07:00:00,24.0,5.0,74.4,1.2,10.5,8.58,4.61
2023-01-09 08:00:00,30.5,10.4,65.4,2.0,13.47,11.31,5.75
2023-01-09 09:00:00,34.76,8.0,80.3,3.4,15.65,12.92,6.89
2023-01-09 10:00:00,39.81,7.6,80.1,2.2,17.12,13.73,7.66
2023-01-09 11:00:00,8.5,11.6,67.1,3.2,3.2,3.81,2.04
2023-01-09 12:00:00,37.41,14.9,65.8,0.7,17.05,12.39,7.29
2023-01-09 13:00:00,37.51,13.7,71.8,4.2,16.82,12.93,7.44
2023-01-09 14:00:00,38.39,14.1,67.3,6.2,16.78,14.35,8.09
2023-01-09 15:00:00,34.64,12.9,71.2,0.9,15.62,12.4,7.25
2023-01-09 16:00:00,30.89,12.1,71.9,2.1,13.56,10.37,6.19
2023-01-09 17:00:00,36.49,9.2,71.3,2.6,16.6,12.39,7.53
2023-01-09 18:00:00,27.28,7.1,78.0,2.5,12.35,9.72,5.47
2023-01-09 19:00:00,29.7,9.6,67.7,0.9,13.26,10.21,5.89
2023-01-09 20:00:00,31.99,10.0,74.0,1.4,13.84,11.89,6.77
2023-01-09 21:00:00,34.98,7.2,75.0,6.6,15.33,11.3,7.15
2023-01-09 22:00:00,36.32,6.4,74.5,4.7,15.99,13.65,7.33
2023-01-09 23:00:00,41.75,6.8,69.6,7.6,18.21,14.81,8.28
2023-01-10 00:00:00,39.01,4.2,79.7,3.2,17.58,12.92,7.51
2023-01-10 01:00:00,39.34,3.0,80.6,6.2,17.83,14.09,7.85
2023-01-10 02:00:00,35.98,1.8,77.7,5.5,16.73,11.84,7.52
2023-01-10 03:00:00,33.64,6.2,68.6,6.1,15.08,11.11,6.98
2023-01-10 04:00:00,35.48,4.5,70.4,0.8,15.99,12.28,7.0
2023-01-10 05:00:00,22.28,3.1,79.1,4.4,9.63,8.53,4.65
2023-01-10 06:00:00,27.65,3.7,81.0,3.9,12.32,9.23,5.25
2023-01-10 07:00:00,22.91,8.6,82.9,3.8,10.51,8.56,4.6
2023-01-10 08:00:00,5.7,6.4,76.0,3.6,2.52,2.98,1.5
2023-01-10 09:00:00,36.16,12.1,61.4,5.3,17.38,12.85,7.46
2023-01-10 10:00:00,37.35,6.4,75.3,7.9,16.37,13.51,8.14
2023-01-10 11:00:00,37.24,13.7,73.9,5.6,15.91,12.46,7.49
2023-01-10 12:00:00,39.15,13.1,64.9,6.1,17.2,13.86,8.31
2023-01-10 13:00:00,41.63,13.0,74.0,3.5,19.51,15.2,8.09
2023-01-10 14:00:00,35.36,12.7,69.6,4.6,16.63,12.65,7.43
2023-01-10 15:00:00,33.98,15.7,68.4,3.1,15.13,11.66,6.5
2023-01-10 16:00:00,29.8,13.4,77.2,2.8,13.45,10.63,6.04
2023-01-10 17:00:00,25.31,10.2,62.6,6.4,11.92,8.71,5.34
2023-01-10 18:00:00,31.3,7.9,79.0,6.5,14.68,11.64,5.58
2023-01-10 19:00:00,28.53,9.6,72.1,4.5,11.72,9.5,5.5
2023-01-10 20:00:00,24.63,8.0,69.7,5.7,11.24,8.6,4.85
2023-01-10 21:00:00,33.9,4.4,78.2,2.8,16.01,12.75,6.93
2023-01-10 22:00:00,35.53,5.4,86.0,3.2,16.21,12.23,7.04
2023-01-10 23:00:00,42.06,3.6,86.3,5.6,18.0,15.25,8.04
2023-01-11 00:00:00,39.04,3.7,69.6,3.0,18.66,13.77,7.94
2023-01-11 01:00:00,39.73,4.3,75.0,0.9,18.23,14.47,7.36
2023-01-11 02:00:00,38.53,5.2,82.4,2.8,16.62,13.46,8.23
2023-01-11 03:00:00,35.68,4.5,78.4,3.0,15.79,12.21,6.82
2023-01-11 04:00:00,26.77,2.6,80.8,1.7,12.42,9.08,5.22
2023-01-11 05:00:00,26.19,5.0,70.1,2.8,11.59,9.55,5.04
2023-01-11 06:00:00,24.83,5.6,73.5,7.0,11.86,8.49,4.96
2023-01-11 07:00:00,25.39,4.7,71.5,5.9,11.87,9.77,4.82
2023-01-11 08:00:00,34.18,8.6,65.4,3.3,15.62,12.3,6.27
2023-01-11 09:00:00,34.53,12.1,63.2,4.7,15.12,11.92,6.84
2023-01-11 10:00:00,6.82,10.6,66.7,1.7,3.24,3.21,1.02
2023-01-11 11:00:00,42.31,9.2,69.2,5.0,20.12,14.74,8.58
2023-01-11 12:00:00,46.33,12.4,64.9,3.4,21.18,15.27,8.87
2023-01-11 13:00:00,42.6,11.0,75.9,4.8,19.54,14.73,8.09
2023-01-11 14:00:00,33.47,14.3,62.3,4.3,14.38,11.06,6.48
2023-01-11 15:00:00,32.31,13.6,74.8,2.2,14.36,11.48,6.64
2023-01-11 16:00:00,32.94,12.1,67.1,5.7,14.85,11.14,6.54
2023-01-11 17:00:00,25.26,11.0,72.9,3.9,11.41,9.27,5.67
2023-01-11 18:00:00,27.13,10.2,74.1,5.3,12.72,9.35,5.94
2023-01-11 19:00:00,28.96,9.3,68.3,1.3,12.47,11.53,6.15
2023-01-11 20:00:00,27.45,6.9,74.1,4.1,12.49,9.79,5.52
2023-01-11 21:00:00,33.37,4.6,75.9,2.5,15.09,11.93,6.63
2023-01-11 22:00:00,29.17,7.2,77.2,6.0,13.82,10.51,6.42
2023-01-11 23:00:00,37.45,3.9,78.7,7.3,16.98,13.26,7.29
2023-01-12 00:00:00,40.47,3.9,75.5,1.0,17.94,14.8,8.19
2023-01-12 01:00:00,36.97,3.6,80.3,4.8,15.59,13.11,7.34
2023-01-12 02:00:00,41.43,3.5,81.5,1.4,18.57,14.67,8.13
2023-01-12 03:00:00,30.02,1.4,91.5,5.9,13.53,10.71,6.06
2023-01-12 04:00:00,28.75,1.2,82.9,1.5,12.89,10.66,5.71
2023-01-12 05:00:00,27.43,3.6,79.7,2.0,12.99,9.36,5.79
2023-01-12 06:00:00,29.7,6.1,78.8,2.3,13.71,9.34,5.56
2023-01-12 07:00:00,23.51,5.6,72.5,4.8,10.33,8.39,4.52
2023-01-12 08:00:00,32.76,7.5,66.4,2.5,14.46,11.79,6.41
2023-01-12 09:00:00,33.62,12.5,67.4,4.0,15.22,11.27,6.92
2023-01-12 10:00:00,34.89,7.8,80.1,3.9,15.16,11.67,6.98
2023-01-12 11:00:00,41.25,10.4,77.7,3.0,18.45,13.99,7.93
2023-01-12 12:00:00,41.6,15.2,56.4,3.7,18.72,13.8,7.97
2023-01-12 13:00:00,38.59,12.8,72.0,1.5,17.0,13.79,8.16
2023-01-12 14:00:00,37.52,12.0,58.7,6.1,16.77,13.71,7.75
2023-01-12 15:00:00,32.63,14.6,68.8,2.0,14.26,10.9,6.07
2023-01-12 16:00:00,30.13,12.4,71.1,6.2,14.83,10.8,6.1
2023-01-12 17:00:00,28.76,11.0,62.1,3.6,13.79,10.17,5.77
2023-01-12 18:00:00,30.06,10.8,76.0,4.1,13.38,10.23,6.29
2023-01-12 19:00:00,24.01,8.3,82.7,2.3,10.3,8.96,4.79
2023-01-12 20:00:00,35.18,6.5,75.9,2.1,14.35,13.52,7.24
2023-01-12 21:00:00,28.72,6.6,76.8,3.5,12.21,9.41,5.64
2023-01-12 22:00:00,36.97,4.0,86.6,2.4,17.11,13.03,7.11
2023-01-12 23:00:00,41.56,4.5,73.0,3.1,18.64,14.53,7.9
2023-01-13 00:00:00,41.88,4.2,73.4,3.2,18.98,14.7,8.43
2023-01-13 01:00:00,38.61,4.5,74.4,2.4,17.66,13.37,7.45
2023-01-13 02:00:00,36.9,4.7,78.5,2.5,16.39,13.24,7.32
2023-01-13 03:00:00,32.44,2.6,81.1,8.1,15.17,11.44,6.77
2023-01-13 04:00:00,28.45,4.5,75.9,4.0,13.06,9.27,5.66
2023-01-13 05:00:00,29.3,5.2,76.2,5.7,13.09,10.23,5.52
2023-01-13 06:00:00,27.07,6.0,74.1,0.9,12.13,9.62,5.19
2023-01-13 07:00:00,25.45,6.0,74.3,0.5,12.01,9.55,5.31
2023-01-13 08:00:00,32.17,6.5,72.4,3.6,14.88,11.06,6.22
2023-01-13 09:00:00,34.44,10.1,68.1,5.6,14.76,12.14,6.97
2023-01-13 10:00:00,39.46,8.0,64.4,4.1,18.38,13.37,8.28
2023-01-13 11:00:00,41.74,11.2,69.5,4.2,18.93,15.32,8.06
2023-01-13 12:00:00,39.1,8.5,64.0,1.6,17.38,13.75,8.12
2023-01-13 13:00:00,38.77,10.9,74.7,8.3,17.0,14.4,8.07
2023-01-13 14:00:00,39.29,11.7,67.1,3.7,17.56,13.66,8.1
2023-01-13 15:00:00,35.2,14.5,66.0,1.4,15.83,12.25,6.97
2023-01-13 16:00:00,29.87,13.4,66.1,3.1,12.98,10.56,6.05
2023-01-13 17:00:00,27.47,10.7,69.9,1.2,12.52,9.9,5.47
2023-01-13 18:00:00,29.37,11.6,76.4,3.1,12.62,11.07,5.87
2023-01-13 19:00:00,25.7,10.7,64.5,4.7,10.35,9.73,4.88
2023-01-13 20:00:00,31.29,7.8,66.5,2.7,14.11,10.56,5.77
2023-01-13 21:00:00,33.17,4.7,79.0,2.6,15.19,11.47,6.27
2023-01-13 22:00:00,36.88,5.2,75.3,3.6,17.04,11.67,7.84
2023-01-13 23:00:00,42.92,4.3,80.6,3.5,19.9,14.49,9.23
2023-01-14 00:00:00,34.56,1.9,85.3,3.4,14.74,12.1,7.71
2023-01-14 01:00:00,33.78,3.8,73.9,3.6,15.31,12.78,6.7
2023-01-14 02:00:00,32.95,3.5,82.9,0.9,15.28,10.77,6.38
2023-01-14 03:00:00,26.92,3.9,74.2,3.4,12.14,10.04,5.51
2023-01-14 04:00:00,25.76,4.1,79.4,9.3,11.56,8.93,4.96
2023-01-14 05:00:00,21.22,5.6,71.1,5.1,9.79,7.79,4.76
2023-01-14 06:00:00,22.06,5.3,78.3,2.5,10.48,7.64,4.44
2023-01-14 07:00:00,21.67,7.1,75.4,4.5,9.76,7.83,4.5
2023-01-14 08:00:00,24.3,7.5,69.5,2.7,11.08,8.11,4.4
2023-01-14 09:00:00,28.36,8.5,67.0,2.0,12.42,9.02,5.94
2023-01-14 10:00:00,27.64,12.6,72.7,5.2,12.04,9.92,5.17
2023-01-14 11:00:00,36.97,8.5,71.5,2.1,15.88,13.53,7.7
2023-01-14 12:00:00,29.98,13.7,72.6,5.9,12.57,10.68,5.71
2023-01-14 13:00:00,28.71,11.9,66.9,2.9,13.2,10.77,5.42
2023-01-14 14:00:00,32.58,11.9,76.2,5.0,14.59,10.88,6.65
2023-01-14 15:00:00,28.85,13.3,63.3,2.3,12.91,10.47,5.74
2023-01-14 16:00:00,46.11,10.1,79.2,4.4,21.11,15.99,8.76
2023-01-14 17:00:00,23.57,10.4,72.4,2.1,11.53,9.26,4.47
2023-01-14 18:00:00,21.22,9.3,74.9,0.6,9.6,6.72,4.39
2023-01-14 19:00:00,45.44,9.0,68.2,5.5,19.85,16.03,8.89
2023-01-14 20:00:00,24.25,6.8,79.4,5.9,10.94,8.22,4.74
2023-01-14 21:00:00,25.18,9.2,76.8,6.2,11.76,8.31,4.99
2023-01-14 22:00:00,32.12,8.2,72.5,0.8,13.58,11.88,6.17
2023-01-14 23:00:00,31.37,1.5,71.6,5.1,14.71,10.18,6.06
2023-01-15 00:00:00,30.5,4.6,73.0,5.7,13.27,10.37,5.81
2023-01-15 01:00:00,31.01,4.5,73.0,2.6,14.66,10.75,6.64
